LocalityHint,TableSize,InputSize,PrefetchDistance,l2_rqsts.miss,L1-dcache-load-misses,instructions,cycles,sw_prefetch_access.any,cache-misses,mem_load_retired.l3_miss,LLC-load-misses,context-switches,branch-instructions,branch-misses,cache-references,task-clock,ProgramOutput
3,125000,1024,28,2697485,2351996,1756398995,598900776,22259,3316106,29991,19958,5,209372396,106701,3878116,170.34," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 174 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,4,5593197,4533110,3461864889,1174851919,33800,5959071,39222,41009,8,429312886,226903,8332565,332.44," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 39 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,8,5868730,4784468,3476915908,1180927973,41258,6244045,74963,96222,6,432570997,230738,8533518,332.59," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 29 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,12,5950523,4712512,3471844912,1180276602,36004,5941610,34207,61740,37,437834225,240354,8506492,343.06," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 41 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,16,5510529,4524609,3514472256,1178054141,35579,6211763,60965,50805,10,433293051,233819,8185179,347.80," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 37 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,20,5547946,4488067,3507717562,1164870179,36879,6088680,47613,44146,5,431459731,218070,7900945,356.45," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 41 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,24,5431950,4526417,3516445146,1168515898,36210,6072069,48184,50781,13,431715159,224314,7821886,357.95," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 49 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,90,28,5658516,4713174,3452982581,1165682049,41569,6004913,34846,26926,8,434321807,226229,7922891,356.90," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 54 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,4,5691501,4568686,3513648538,1179746941,37642,6110841,56612,81035,8,433066140,234466,8404680,340.55," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 68 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,8,5343767,4342085,3514644664,1174619262,36910,6147112,54309,65269,6,428938466,229877,7979957,327.26," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 43 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
3,250000,180,12,5675645,4597376,3519552779,1181774225,37272,6392868,65171,62710,9,432682394,228882,7937049,348.05," Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 54 microseconds. Time WITH SIMD: 0 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = 0.000x Speedup (with simd) = -nanx Speedup (with software prefetching and simd) = -nanx "
