TileSize	MatrixSize	Instructions	Cycles	IPC	L1-dcache-loads	L1-dcache-load-misses	L1-miss-rate-percent	Branch-instructions	Branch-misses	Branch-miss-rate-percent	Cache-references	Cache-misses	Cache-miss-rate-percent	Context-switches	TimeElapsedSeconds
8	401	601546319	174666987	3.443961	149089800	3286481	2.20	88838043	1147514	1.29	656976	87430	13.31	0	0.042670000
8	513	1245484970	352111438	3.537190	308060341	8920030	2.90	182984748	2385332	1.30	2163734	103376	4.78	0	0.082100000
8	801	4679181573	1281283102	3.651950	1154304711	27612466	2.39	682929854	9046081	1.32	8438166	269209	3.19	0	0.295090000
8	1025	9757447988	2702231764	3.610885	2404565204	71622724	2.98	1420458832	18747689	1.32	17620294	748360	4.25	0	0.614750000
8	1201	15656966712	4542813403	3.446535	3856300146	92285744	2.39	2276227194	29297054	1.29	28207043	3142725	11.14	0	1.022480000
8	1501	30456506410	9836475913	3.096282	7499220703	182075638	2.43	4420874179	55157695	1.25	54825901	20663070	37.69	0	2.199700000
8	1801	52545955407	17780785533	2.955210	12928255513	314088807	2.43	7619213534	88322643	1.16	94511122	53740839	56.86	0	3.976980000
8	2001	71998986027	24498796599	2.938878	17710632016	430255019	2.43	10434437862	117759284	1.13	129582326	83846001	64.70	0	5.482030000
8	2049	77290114189	26122234722	2.958786	19011306493	571891916	3.01	11200009335	134369816	1.20	140663135	92767947	65.95	0	5.836970000
8	2401	124206217806	42627557750	2.913754	30542966060	754923537	2.47	17986348806	210706328	1.17	224840363	170036948	75.63	0	9.520080000
8	2701	176618599626	63627663339	2.775815	43432030686	1043091268	2.40	25564994863	263463848	1.03	321723762	261006338	81.13	0	14.203900000
8	3001	242185323420	85278462386	2.839935	59535438747	1460510910	2.45	35043202468	393731872	1.12	443090871	373988780	84.40	0	19.055260000
9	256	157532555	42362811	3.718652	39836865	900572	2.26	23613328	212772	0.90	39828	11953	30.01	0	0.012080000
9	300	249828097	64945429	3.846739	63033213	1131933	1.80	37227516	322153	0.87	59593	20801	34.91	0	0.019420000
9	400	580475592	147602106	3.932705	146059487	2766768	1.89	85779853	757657	0.88	604274	53872	8.92	0	0.034340000
9	512	1201803539	311010174	3.864194	302047252	13106395	4.34	176648686	1570919	0.89	10214035	146445	1.43	0	0.078690000
9	800	4527563930	1084999544	4.172872	1134440713	22601695	1.99	660951971	5931371	0.90	7435908	199134	2.68	0	0.253460000
9	1024	9453640785	2388167243	3.958534	2365612070	119211784	5.04	1376426130	12384293	0.90	99781125	1389434	1.39	0	0.543670000
9	1200	15188848372	4095351659	3.708802	3796894554	77700598	2.05	2208389362	19457332	0.88	25080954	5285909	21.08	0	0.920310000
9	1500	29567199880	8466906117	3.492090	7388206660	153045227	2.07	4291977579	38626282	0.90	49075161	18990452	38.70	0	1.896260000
9	1800	50979601869	14826368611	3.438442	12735271129	263178107	2.07	7392190893	66147816	0.89	84579381	48104726	56.88	0	3.315380000
9	2000	69923248735	20659080578	3.384625	17455813790	361537392	2.07	10133618529	90635734	0.89	116975392	76411405	65.32	0	4.617110000
