LocalityHint,TableSize,InputSize,l2_rqsts.miss,L1-dcache-load-misses,instructions,cycles,sw_prefetch_access.any,cache-misses,mem_load_retired.l3_miss,LLC-load-misses,context-switches,branch-instructions,branch-misses,cache-references,task-clock,ProgramOutput,TimeElapsedMicroSeconds
0.0,50000.0,128.0,839082.0,598875.0,616584105,145072405,0.0,142283.0,5705.0,10415.0,0.0,82663947.0,102608.0,433198.0,36.28, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 81 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,81.0
0.0,50000.0,192.0,1242065.0,806397.0,910182867,211793537,0.0,175680.0,1620.0,11378.0,0.0,127096501.0,51643.0,667332.0,53.78, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 163 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,163.0
0.0,50000.0,320.0,2014186.0,1272556.0,1616134099,350647464,0.0,282917.0,2018.0,20285.0,0.0,206216958.0,94773.0,1052076.0,87.24, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 162 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,162.0
0.0,50000.0,512.0,2958351.0,1876744.0,2600868862,577774208,0.0,481443.0,13767.0,32394.0,0.0,321683317.0,188129.0,1613078.0,137.94, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 282 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,282.0
0.0,50000.0,640.0,3681378.0,2294606.0,3220129984,713571076,0.0,594952.0,14575.0,38056.0,0.0,408716623.0,155436.0,2001839.0,170.39, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 262 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,262.0
0.0,50000.0,784.0,4491931.0,2690093.0,3917712887,874499323,0.0,742767.0,15440.0,44150.0,0.0,498524240.0,190145.0,2478788.0,211.82000000000002, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 280 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,280.0
0.0,50000.0,896.0,5001400.0,3031125.0,4459322780,991038487,0.0,842893.0,17096.0,50720.0,0.0,567042858.0,215249.0,2826535.0,242.29, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 299 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,299.0
0.0,50000.0,1024.0,5682346.0,3421015.0,5070547872,1126632499,0.0,966654.0,18232.0,55571.0,0.0,650972183.0,246241.0,3217033.0,272.44, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 282 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,282.0
0.0,150000.0,128.0,2341371.0,1441596.0,1925030331,418606731,0.0,347783.0,5679.0,9604.0,0.0,247241286.0,94465.0,1221748.0,102.46999999999998, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 86 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,86.0
0.0,150000.0,192.0,3321929.0,2079563.0,2910413267,645268804,0.0,493703.0,1652.0,14432.0,0.0,365808614.0,184649.0,1777500.0,155.44, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 125 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,125.0
0.0,150000.0,320.0,5380425.0,3266748.0,4780540865,1075773997,0.0,870277.0,10078.0,2109.0,0.0,613389765.0,301839.0,2918874.0,262.73, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 166 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,166.0
0.0,150000.0,512.0,8573004.0,5049186.0,7536673167,1676939447,0.0,1364176.0,1798.0,2323.0,0.0,999628071.0,414686.0,4739073.0,420.45, Time WITHOUT software prefetching: 0 microseconds. Time WITH software prefetching: 0 microseconds. Time WITH SIMD: 209 microseconds. Time WITH software prefetching and SIMD: 0 microseconds.  Speedup (with software prefetching) = -nanx Speedup (with simd) = 0.000x Speedup (with software prefetching and simd) = -nanx ,209.0
